"trend","spike","linearity","curvature","e_acf1","e_acf10","entropy","x_acf1","x_acf10","diff1_acf1","diff1_acf10","diff2_acf1","diff2_acf10","arch_stat","embed2_incircle_1","embed2_incircle_2","ac_9","firstmin_ac","trev_num","motiftwo_entro3","walker_propcross","nonlinearity","x_pacf5","diff1x_pacf5","diff2x_pacf5","area_name","process","PC1","PC2","PC3","cluster2","cluster3","cluster4","cluster5"
0.00339883124408791,9.52493424844503e-06,-1.11887376690984,-0.262349473080127,0.750807892994808,2.42404399132061,0.245957336280026,0.752114360801131,2.39735089395697,0.291445790294991,0.575395702564016,-0.368127718523551,0.209310007080469,0.369427878206103,0,0,-0.084778976420604,6,-65293961.3526682,1.56572726616108,0.180974477958237,0.930628687080874,0.977911021442971,0.203821944389066,0.241445713018111,"Alabama","VCS",-1.97645201015007,-1.0477248645597,0.701217894481655,1,2,4,1
0.935352253205402,7.90934414986321e-07,-7.45876230272077,-2.73129039099392,0.539831109405413,0.63125460779099,0.449633287428168,0.964826682864339,7.05176028770533,-0.17417959641991,0.0677581082882912,-0.625080712589326,0.492535528602933,0.852374373843785,0,0,0.733224563002949,72,7.89385474860335,0.760872557145846,0.0949720670391061,0.123392051519574,0.962664773261956,0.0408033945451348,0.616689550091811,"Alabama","VDV",4.4648217448021,1.79678923618318,1.06970628363748,2,1,1,4
0.801042782331412,1.05571293275892e-06,14.3263475342651,-3.16510728183479,0.591922181325309,0.786825807432805,0.285636140607812,0.912101155056329,5.50663753721316,0.0194390671920344,0.320862018125032,-0.459393269828337,0.396222119803643,0.725786544166683,0,0,0.676526998201885,4,-24241876975.6376,1.27301127785562,0.261324041811847,0.224516694552375,0.934432382755502,0.169583707773943,0.534014556379709,"Alabama","VEU",2.39648685072624,0.340416824312039,-1.36735124767129,2,1,2,3
0.837720165147365,5.83305534639909e-07,14.8461691171046,-1.68918525489788,0.355043996481273,1.10291719474503,0.233557755855475,0.891073256385992,6.15680816567514,-0.0767764787120093,0.706392993708738,-0.469925668356787,0.504983939519198,0.596819838226059,0,0,0.675782924845027,3,-105805431333.282,1.22946439799891,0.313588850174216,0.926577219285404,1.12326873381138,0.472361374039536,0.809715337275889,"Alabama","VGT",2.72084458027723,0.631214474295094,-2.2712976015472,2,1,2,3
0.849349394793294,6.54889948575905e-07,14.0733180249552,4.19323651759812,0.575170608104476,0.970188029044958,0.210978401483134,0.928992898921126,6.6784394449592,-0.291888305224483,0.319392965527501,-0.689238560631344,0.821098144148716,0.652177893324067,0,0,0.784863208160944,6,-156276097.456446,1.16814612068588,0.202090592334495,0.528783029574651,0.974710621037253,0.160183635561702,0.639366002468212,"Alabama","VIN",3.91149263717257,0.620414012314447,-1.50973015652112,2,1,2,3
0.057609881256962,9.14645069318701e-06,-4.80902936635532,-0.358008671797235,0.772690400962357,2.51730583559591,0.271625418284012,0.785520070257406,2.11294406123594,0.449642345377528,0.788506102028042,-0.132869469113407,0.161948518447843,0.522450387275749,0,0,-0.0470935773453832,6,926895690.352668,1.51208466823064,0.167053364269142,0.436314734287364,1.07024905444458,0.327220262779696,0.142045520011694,"Alabama","VRS",-2.8827724984448,-0.0365314515537217,0.729199675712124,1,2,4,1
0.134163376659664,3.79918464564336e-06,-6.85038856288926,0.795317932591636,0.814400821211041,2.95997660021336,0.254073819386768,0.838688039133846,2.17239226559792,0.377370660552611,1.47743787055287,-0.462721671051381,0.391866766168943,0.667612730003546,0,0,0.176722089942904,6,-2869023.41357309,1.56088455359277,0.167053364269142,0.0917826861070735,1.2114426609212,0.532777776081564,0.246842179029476,"Alaska","VCS",-2.47597948658082,1.23669382772789,0.035343586066754,1,2,4,1
0.968331428131718,3.2053397938656e-07,-11.6490852572018,3.37160197099753,0.594232244351715,0.719912688468877,0.288250690803835,0.967764857881136,6.85418955608297,-0.0113625603636021,0.00135676733944285,-0.5,0.25,0.108215925390784,0.243243243243243,0.864864864864865,0.709883720930232,96,-0.0111731843575419,0.752453843499674,0.00558659217877095,0.107975532959044,0.937698205726608,0.00069180126236013,0.491388888888889,"Alaska","VDV",3.99028468745816,1.77068984898045,8.03396591396847,2,1,1,5
0.745531762499469,1.66709744114534e-06,-9.78780828799388,-4.57605621894419,0.459337909571423,0.422160632771238,0.513030285840426,0.860401531589562,4.95202878850608,-0.118689648720665,0.110202259104779,-0.479419676051378,0.262241932823604,0.4351056027544,0,0,0.646949872274118,4,3440631.43618881,1.39127281792676,0.283216783216783,0.463254003828914,0.819146501462654,0.13067468049962,0.582051558556767,"Alaska","VEU",2.28193899805368,-1.74155152759663,0.0773491727502896,2,3,3,2
0.490081981312416,8.81765626494257e-06,-5.26751989647562,8.41224705508874,0.795316135509456,2.08145681397216,0.498155148480273,0.886598018953942,2.54345740595892,0.290744383002679,0.829187449301311,-0.434465243327717,0.249588319240675,0.76160844299231,0,0,0.481411725308222,6,1594375688.28136,1.45376876235221,0.167247386759582,0.04809222141039,0.933609561079752,0.26248141993041,0.215317286206448,"Alaska","VGT",-0.629978129481508,-0.0736456557698556,0.391462686015142,1,2,4,1
0.830236270838038,2.20647689390141e-06,-3.49625933968088,12.9643796861598,0.782452743973709,1.25309655675331,0.457412825856585,0.94976027140355,6.05631454473655,0.236908249517902,0.327072465149444,-0.342215095699203,0.149771382289726,0.802307339622355,0,0,0.72228742019645,7,453400281.317073,0.860168789397104,0.174216027874564,0.232146963095409,0.932157430926323,0.11270713681502,0.238857965331611,"Alaska","VIN",1.55007578118188,1.1074238539303,0.0752525659536887,2,1,2,3
0.0493621740660347,4.43829723084098e-06,4.37085155996568,-1.35336833847692,0.810290538744014,3.52732965320816,0.33592155003509,0.819744631921074,3.05373565077257,0.411702753550988,1.67165411165701,-0.433756275818719,0.368187048274799,0.498810760377198,0,0,0.0564913860501896,6,23841450.9837587,1.55966167673407,0.167053364269142,0.289173793369196,1.40529084037988,0.619833442077833,0.249963794582155,"Alaska","VRS",-3.04524469260342,1.35767678577722,-0.30555758626711,1,2,4,1
0.0317768705703942,5.3762732891205e-06,3.61040919133212,-0.735860875926003,0.797743143159173,2.87675798360443,0.293675763729537,0.804965790470714,2.59409035552188,0.550988963526222,1.16441190911963,-0.0277205316237891,0.13089527355124,0.685798067738286,0,0,-0.0308274283551894,6,93963904.1716937,1.53648339730316,0.162412993039443,0.0998536254262998,1.22808132985253,0.472884894595348,0.0941934270186161,"Arizona","VCS",-3.54976506183269,1.22463084791018,0.0140969697987187,1,2,4,1
